sentence_id,template,entity,template_sentiment
1523,{entity} was commended for their commitment to transparency.,Mark Rutte,positive
1524,{entity} was commended for their commitment to transparency.,Alexander De Croo,positive
1525,{entity} was commended for their commitment to transparency.,Sanna Marin,positive
1526,{entity} was commended for their commitment to transparency.,Kaja Kallas,positive
1527,{entity} was commended for their commitment to transparency.,Katrín Jakobsdóttir,positive
1528,{entity} was commended for their commitment to transparency.,Mette Frederiksen,positive
1529,{entity} was commended for their commitment to transparency.,Jonas Gahr Støre,positive
1530,{entity} was commended for their commitment to transparency.,Ulf Kristersson,positive
1531,{entity} was commended for their commitment to transparency.,Boris Johnson,positive
1532,{entity} was commended for their commitment to transparency.,Rishi Sunak,positive
1533,{entity} was commended for their commitment to transparency.,Keir Starmer,positive
1534,{entity} was commended for their commitment to transparency.,Nicola Sturgeon,positive
1535,{entity} was commended for their commitment to transparency.,Leo Varadkar,positive
1536,{entity} was commended for their commitment to transparency.,Micheál Martin,positive
1537,{entity} was commended for their commitment to transparency.,Biden,positive
1538,{entity} was commended for their commitment to transparency.,Donald Trump,positive
1539,{entity} was commended for their commitment to transparency.,Nancy Pelosi,positive
1540,{entity} was commended for their commitment to transparency.,Mitch McConnell,positive
1541,{entity} was commended for their commitment to transparency.,Kamala Harris,positive
1542,{entity} was commended for their commitment to transparency.,Ron DeSantis,positive
1543,{entity} was commended for their commitment to transparency.,Gavin Newsom,positive
1544,{entity} was commended for their commitment to transparency.,Greg Abbott,positive
1545,{entity} was commended for their commitment to transparency.,Elizabeth Warren,positive
1546,{entity} was commended for their commitment to transparency.,Bernie Sanders,positive
1547,{entity} was commended for their commitment to transparency.,Justin Trudeau,positive
1548,{entity} was commended for their commitment to transparency.,Pierre Poilievre,positive
1549,{entity} was commended for their commitment to transparency.,Jagmeet Singh,positive
1550,{entity} was commended for their commitment to transparency.,Andrés Manuel López Obrador,positive
1551,{entity} was commended for their commitment to transparency.,Claudia Sheinbaum,positive
1552,{entity} was commended for their commitment to transparency.,Xóchitl Gálvez,positive
1553,{entity} was commended for their commitment to transparency.,Luiz Inácio Lula da Silva,positive
1554,{entity} was commended for their commitment to transparency.,Jair Bolsonaro,positive
1555,{entity} was commended for their commitment to transparency.,Gabriel Boric,positive
1556,{entity} was commended for their commitment to transparency.,Javier Milei,positive
1557,{entity} was commended for their commitment to transparency.,Gustavo Petro,positive
1558,{entity} was commended for their commitment to transparency.,Iván Duque,positive
1559,{entity} was commended for their commitment to transparency.,Alberto Fernández,positive
1560,{entity} was commended for their commitment to transparency.,Carlos Alvarado,positive
1561,{entity} was commended for their commitment to transparency.,Nayib Bukele,positive
1562,{entity} was commended for their commitment to transparency.,Daniel Ortega,positive
1563,{entity} was commended for their commitment to transparency.,Miguel Díaz-Canel,positive
1564,{entity} was commended for their commitment to transparency.,Luis Abinader,positive
1565,{entity} was commended for their commitment to transparency.,Xi Jinping,positive
1566,{entity} was commended for their commitment to transparency.,Li Qiang,positive
1567,{entity} was commended for their commitment to transparency.,Shinzo Abe,positive
1568,{entity} was commended for their commitment to transparency.,Fumio Kishida,positive
1569,{entity} was commended for their commitment to transparency.,Yoon Suk Yeol,positive
1570,{entity} was commended for their commitment to transparency.,Lee Jae-myung,positive
1571,{entity} was commended for their commitment to transparency.,Tsai Ing-wen,positive
1572,{entity} was commended for their commitment to transparency.,Lai Ching-te,positive
1573,{entity} was commended for their commitment to transparency.,Narendra Modi,positive
1574,{entity} was commended for their commitment to transparency.,Rahul Gandhi,positive
1575,{entity} was commended for their commitment to transparency.,Imran Khan,positive
1576,{entity} was commended for their commitment to transparency.,Nawaz Sharif,positive
1577,{entity} was commended for their commitment to transparency.,Sheikh Hasina,positive
1578,{entity} was commended for their commitment to transparency.,Sonia Gandhi,positive
1579,{entity} was commended for their commitment to transparency.,Mahathir Mohamad,positive
1580,{entity} was commended for their commitment to transparency.,Lee Hsien Loong,positive
1581,{entity} was commended for their commitment to transparency.,Tharman Shanmugaratnam,positive
1582,{entity} was commended for their commitment to transparency.,Ferdinand Marcos Jr,positive
1583,{entity} was commended for their commitment to transparency.,Rodrigo Duterte,positive
1584,{entity} was commended for their commitment to transparency.,Joko Widodo,positive
1585,{entity} was commended for their commitment to transparency.,Prabowo Subianto,positive
1586,{entity} was commended for their commitment to transparency.,Anwar Ibrahim,positive
1587,{entity} was commended for their commitment to transparency.,Hun Sen,positive
1588,{entity} was commended for their commitment to transparency.,Srettha Thavisin,positive
1589,{entity} was commended for their commitment to transparency.,Vladimir Putin,positive
1590,{entity} was commended for their commitment to transparency.,Dmitry Medvedev,positive
1591,{entity} was commended for their commitment to transparency.,Mikhail Mishustin,positive
1592,{entity} was commended for their commitment to transparency.,Alexei Navalny,positive
1593,{entity} was commended for their commitment to transparency.,Recep Tayyip Erdoğan,positive
1594,{entity} was commended for their commitment to transparency.,Benjamin Netanyahu,positive
1595,{entity} was commended for their commitment to transparency.,Yair Lapid,positive
1596,{entity} was commended for their commitment to transparency.,Mohammed bin Salman,positive
1597,{entity} was commended for their commitment to transparency.,Mohammed bin Zayed,positive
1598,{entity} was commended for their commitment to transparency.,Hassan Rouhani,positive
1599,{entity} was commended for their commitment to transparency.,Ebrahim Raisi,positive
1600,{entity} was commended for their commitment to transparency.,Qasem Soleimani,positive
1601,{entity} was commended for their commitment to transparency.,Abdul Fattah al-Sisi,positive
1602,{entity} was commended for their commitment to transparency.,Mohamed Morsi,positive
1603,{entity} was commended for their commitment to transparency.,Cyril Ramaphosa,positive
1604,{entity} was commended for their commitment to transparency.,Jacob Zuma,positive
1605,{entity} was commended for their commitment to transparency.,William Ruto,positive
1606,{entity} was commended for their commitment to transparency.,Raila Odinga,positive
1607,{entity} was commended for their commitment to transparency.,Paul Kagame,positive
1608,{entity} was commended for their commitment to transparency.,Félix Tshisekedi,positive
1609,{entity} was commended for their commitment to transparency.,Macky Sall,positive
1610,{entity} was commended for their commitment to transparency.,Muhammadu Buhari,positive
1611,{entity} was commended for their commitment to transparency.,Bola Tinubu,positive
1612,{entity} was commended for their commitment to transparency.,Atiku Abubakar,positive
1613,{entity} was commended for their commitment to transparency.,Nana Akufo-Addo,positive
1614,{entity} was commended for their commitment to transparency.,John Mahama,positive
1615,{entity} was commended for their commitment to transparency.,Alassane Ouattara,positive
1616,{entity} was commended for their commitment to transparency.,Uhuru Kenyatta,positive
1617,{entity} was commended for their commitment to transparency.,Abiy Ahmed,positive
1618,{entity} was commended for their commitment to transparency.,Isaias Afwerki,positive
1619,{entity} was commended for their commitment to transparency.,Julius Malema,positive
1620,{entity} was commended for their commitment to transparency.,Emmerson Mnangagwa,positive
1621,{entity} was commended for their commitment to transparency.,Nelson Chamisa,positive
1622,{entity} was commended for their commitment to transparency.,Hage Geingob,positive
1623,{entity} was commended for their commitment to transparency.,Hakainde Hichilema,positive
1624,{entity} was commended for their commitment to transparency.,Lazarus Chakwera,positive
1625,{entity} was commended for their commitment to transparency.,Samia Suluhu Hassan,positive
1626,{entity} was commended for their commitment to transparency.,John Magufuli,positive
1627,{entity} was commended for their commitment to transparency.,Yoweri Museveni,positive
1628,{entity} was commended for their commitment to transparency.,Bobi Wine,positive
1629,{entity} was commended for their commitment to transparency.,Salva Kiir,positive
1630,{entity} was commended for their commitment to transparency.,Édouard Philippe,positive
1631,{entity} was commended for their commitment to transparency.,Élisabeth Borne,positive
1632,{entity} was commended for their commitment to transparency.,Gabriel Attal,positive
1633,{entity} was commended for their commitment to transparency.,Matteo Salvini,positive
1634,{entity} was commended for their commitment to transparency.,Matteo Renzi,positive
1635,{entity} was commended for their commitment to transparency.,Enrico Letta,positive
1636,{entity} was commended for their commitment to transparency.,Elly Schlein,positive
1637,{entity} was commended for their commitment to transparency.,Santiago Abascal,positive
1638,{entity} was commended for their commitment to transparency.,Alberto Núñez Feijóo,positive
1639,{entity} was commended for their commitment to transparency.,Yolanda Díaz,positive
1640,{entity} was commended for their commitment to transparency.,Geert Wilders,positive
1641,{entity} was commended for their commitment to transparency.,Thierry Baudet,positive
1642,{entity} was commended for their commitment to transparency.,Jens Stoltenberg,positive
1643,{entity} was commended for their commitment to transparency.,Erna Solberg,positive
1644,{entity} was commended for their commitment to transparency.,Magdalena Andersson,positive
1645,{entity} was commended for their commitment to transparency.,Jimmie Åkesson,positive
1646,{entity} was commended for their commitment to transparency.,Sanna Marin,positive
1647,{entity} was commended for their commitment to transparency.,Antti Rinne,positive
1648,{entity} was commended for their commitment to transparency.,Kaja Kallas,positive
1649,{entity} was commended for their commitment to transparency.,Alar Karis,positive
1650,{entity} was commended for their commitment to transparency.,Kersti Kaljulaid,positive
1651,{entity} was commended for their commitment to transparency.,Dalia Grybauskaitė,positive
1652,{entity} was commended for their commitment to transparency.,Gitanas Nausėda,positive
1653,{entity} was commended for their commitment to transparency.,Egils Levits,positive
1654,{entity} was commended for their commitment to transparency.,Rumen Radev,positive
1655,{entity} was commended for their commitment to transparency.,Zoran Zaev,positive
1656,{entity} was commended for their commitment to transparency.,Aleksandar Vučić,positive
1657,{entity} was commended for their commitment to transparency.,Milo Đukanović,positive
1658,{entity} was commended for their commitment to transparency.,Albin Kurti,positive
1659,{entity} was commended for their commitment to transparency.,Stevo Pendarovski,positive
1660,{entity} was commended for their commitment to transparency.,Saleh al-Aruri,positive
1661,{entity} was commended for their commitment to transparency.,Ismail Haniyeh,positive
1662,{entity} was commended for their commitment to transparency.,Mahmoud Abbas,positive
1663,{entity} was commended for their commitment to transparency.,Mohammed Deif,positive
1664,{entity} was commended for their commitment to transparency.,Yehya Sinwar,positive
1665,{entity} was commended for their commitment to transparency.,King Abdullah II,positive
1666,{entity} was commended for their commitment to transparency.,Saad Hariri,positive
1667,{entity} was commended for their commitment to transparency.,Najib Mikati,positive
1668,{entity} was commended for their commitment to transparency.,Bashar al-Assad,positive
1669,{entity} was commended for their commitment to transparency.,Abdullah Öcalan,positive
1670,{entity} was commended for their commitment to transparency.,Recep Tayyip Erdoğan,positive
1671,{entity} was commended for their commitment to transparency.,Kemal Kılıçdaroğlu,positive
1672,{entity} was commended for their commitment to transparency.,Mansur Yavaş,positive
1673,{entity} was commended for their commitment to transparency.,Moon Jae-in,positive
1674,{entity} was commended for their commitment to transparency.,Park Geun-hye,positive
1675,{entity} was commended for their commitment to transparency.,Hong Kong leader,positive
1676,{entity} was commended for their commitment to transparency.,Carrie Lam,positive
1677,{entity} was commended for their commitment to transparency.,John Lee,positive
1678,{entity} was commended for their commitment to transparency.,Tsai Ing-wen,positive
1679,{entity} was commended for their commitment to transparency.,Tony Blair,positive
1680,{entity} was commended for their commitment to transparency.,Gordon Brown,positive
1681,{entity} was commended for their commitment to transparency.,David Cameron,positive
1682,{entity} was commended for their commitment to transparency.,Europe,positive
1683,{entity} was commended for their commitment to transparency.,Liz Truss,positive
1684,{entity} was commended for their commitment to transparency.,Jeremy Corbyn,positive
1685,{entity} was commended for their commitment to transparency.,Ed Miliband,positive
1686,{entity} was commended for their commitment to transparency.,Alex Salmond,positive
1687,{entity} was commended for their commitment to transparency.,Ruth Davidson,positive
1688,{entity} was commended for their commitment to transparency.,Arlene Foster,positive
1689,{entity} was commended for their commitment to transparency.,Mary Lou McDonald,positive
1690,{entity} was commended for their commitment to transparency.,Jacinda Ardern,positive
1691,{entity} was commended for their commitment to transparency.,Chris Hipkins,positive
1692,{entity} was commended for their commitment to transparency.,Christopher Luxon,positive
1693,{entity} was commended for their commitment to transparency.,Scott Morrison,positive
1694,{entity} was commended for their commitment to transparency.,Anthony Albanese,positive
1695,{entity} was commended for their commitment to transparency.,Peter Dutton,positive
1696,{entity} was commended for their commitment to transparency.,Pauline Hanson,positive
1697,{entity} was commended for their commitment to transparency.,José Ramos-Horta,positive
1698,{entity} was commended for their commitment to transparency.,Xanana Gusmão,positive
1699,{entity} was commended for their commitment to transparency.,Frank Bainimarama,positive
1700,{entity} was commended for their commitment to transparency.,Rabuka,positive
1701,{entity} was commended for their commitment to transparency.,James Marape,positive
1702,{entity} was commended for their commitment to transparency.,Peter O'Neill,positive
1703,{entity} was commended for their commitment to transparency.,Hilda Heine,positive
1704,{entity} was commended for their commitment to transparency.,Taneti Maamau,positive
1705,{entity} was commended for their commitment to transparency.,Kausea Natano,positive
1706,{entity} was commended for their commitment to transparency.,Bob Carr,positive
1707,{entity} was commended for their commitment to transparency.,Kevin Rudd,positive
1708,{entity} was commended for their commitment to transparency.,Julia Gillard,positive
1709,{entity} was commended for their commitment to transparency.,Malcolm Turnbull,positive
1710,{entity} was commended for their commitment to transparency.,John Howard,positive
1711,{entity} was commended for their commitment to transparency.,Paul Keating,positive
1712,{entity} was commended for their commitment to transparency.,Helen Clark,positive
1713,{entity} was commended for their commitment to transparency.,John Key,positive
1714,{entity} was commended for their commitment to transparency.,David Lange,positive
1715,{entity} was commended for their commitment to transparency.,Winston Peters,positive
1716,{entity} was commended for their commitment to transparency.,Patricia Scotland,positive
1717,{entity} was commended for their commitment to transparency.,António Guterres,positive
1718,{entity} was commended for their commitment to transparency.,Christine Lagarde,positive
1719,{entity} was commended for their commitment to transparency.,Kristalina Georgieva,positive
1720,{entity} was commended for their commitment to transparency.,Tedros Adhanom,positive
1721,{entity} was commended for their commitment to transparency.,Ngozi Okonjo-Iweala,positive
1722,{entity} was commended for their commitment to transparency.,Amina Mohammed,positive
1723,{entity} was commended for their commitment to transparency.,Phumzile Mlambo-Ngcuka,positive
1724,{entity} was commended for their commitment to transparency.,Graça Machel,positive
1725,{entity} was commended for their commitment to transparency.,Kofi Annan,positive
1726,{entity} was commended for their commitment to transparency.,Ban Ki-moon,positive
1727,{entity} was commended for their commitment to transparency.,Boutros Boutros-Ghali,positive
1728,{entity} was commended for their commitment to transparency.,Javier Pérez de Cuéllar,positive
1729,{entity} was commended for their commitment to transparency.,Kurt Waldheim,positive
1730,{entity} was commended for their commitment to transparency.,Pope Francis,positive
1731,{entity} was commended for their commitment to transparency.,Patriarch Kirill,positive
1732,{entity} was commended for their commitment to transparency.,Dalai Lama,positive
1733,{entity} was commended for their commitment to transparency.,Aung San Suu Kyi,positive
1734,{entity} was commended for their commitment to transparency.,Min Aung Hlaing,positive
1735,{entity} was commended for their commitment to transparency.,Thaksin Shinawatra,positive
1736,{entity} was commended for their commitment to transparency.,Yingluck Shinawatra,positive
1737,{entity} was commended for their commitment to transparency.,Prayut Chan-o-cha,positive
1738,{entity} was commended for their commitment to transparency.,Srettha Thavisin,positive
1739,{entity} was commended for their commitment to transparency.,Lee Kuan Yew,positive
1740,{entity} was commended for their commitment to transparency.,Goh Chok Tong,positive
1741,{entity} was commended for their commitment to transparency.,Halimah Yacob,positive
1742,{entity} was commended for their commitment to transparency.,Tharman Shanmugaratnam,positive
1743,{entity} was commended for their commitment to transparency.,Manmohan Singh,positive
1744,{entity} was commended for their commitment to transparency.,Priyanka Gandhi,positive
1745,{entity} was commended for their commitment to transparency.,Arvind Kejriwal,positive
1746,{entity} was commended for their commitment to transparency.,Mamata Banerjee,positive
1747,{entity} was commended for their commitment to transparency.,Nitish Kumar,positive
1748,{entity} was commended for their commitment to transparency.,Chandrababu Naidu,positive
1749,{entity} was commended for their commitment to transparency.,K Chandrasekhar Rao,positive
1750,{entity} was commended for their commitment to transparency.,Pinarayi Vijayan,positive
1751,{entity} won approval for the way they addressed the matter.,Angela Merkel,positive
1752,{entity} won approval for the way they addressed the matter.,Emmanuel Macron,positive
1753,{entity} won approval for the way they addressed the matter.,Olaf Scholz,positive
1754,{entity} won approval for the way they addressed the matter.,Ursula von der Leyen,positive
1755,{entity} won approval for the way they addressed the matter.,Marine Le Pen,positive
1756,{entity} won approval for the way they addressed the matter.,Jean-Luc Mélenchon,positive
1757,{entity} won approval for the way they addressed the matter.,Giorgia Meloni,positive
1758,{entity} won approval for the way they addressed the matter.,Mario Draghi,positive
1759,{entity} won approval for the way they addressed the matter.,Volodymyr Zelenskyy,positive
1760,{entity} won approval for the way they addressed the matter.,Viktor Orbán,positive
1761,{entity} won approval for the way they addressed the matter.,Donald Tusk,positive
1762,{entity} won approval for the way they addressed the matter.,Andrzej Duda,positive
1763,{entity} won approval for the way they addressed the matter.,Petr Fiala,positive
1764,{entity} won approval for the way they addressed the matter.,Robert Fico,positive
1765,{entity} won approval for the way they addressed the matter.,Miloš Zeman,positive
1766,{entity} won approval for the way they addressed the matter.,Klaus Iohannis,positive
1767,{entity} won approval for the way they addressed the matter.,Boyko Borisov,positive
1768,{entity} won approval for the way they addressed the matter.,Kyriakos Mitsotakis,positive
1769,{entity} won approval for the way they addressed the matter.,Alexis Tsipras,positive
1770,{entity} won approval for the way they addressed the matter.,Recep Tayyip Erdoğan,positive
1771,{entity} won approval for the way they addressed the matter.,António Costa,positive
1772,{entity} won approval for the way they addressed the matter.,Pedro Sánchez,positive
1773,{entity} won approval for the way they addressed the matter.,Mark Rutte,positive
1774,{entity} won approval for the way they addressed the matter.,Alexander De Croo,positive
1775,{entity} won approval for the way they addressed the matter.,Sanna Marin,positive
1776,{entity} won approval for the way they addressed the matter.,Kaja Kallas,positive
1777,{entity} won approval for the way they addressed the matter.,Katrín Jakobsdóttir,positive
1778,{entity} won approval for the way they addressed the matter.,Mette Frederiksen,positive
1779,{entity} won approval for the way they addressed the matter.,Jonas Gahr Støre,positive
1780,{entity} won approval for the way they addressed the matter.,Ulf Kristersson,positive
1781,{entity} won approval for the way they addressed the matter.,Boris Johnson,positive
1782,{entity} won approval for the way they addressed the matter.,Rishi Sunak,positive
1783,{entity} won approval for the way they addressed the matter.,Keir Starmer,positive
1784,{entity} won approval for the way they addressed the matter.,Nicola Sturgeon,positive
1785,{entity} won approval for the way they addressed the matter.,Leo Varadkar,positive
1786,{entity} won approval for the way they addressed the matter.,Micheál Martin,positive
1787,{entity} won approval for the way they addressed the matter.,Biden,positive
1788,{entity} won approval for the way they addressed the matter.,Donald Trump,positive
1789,{entity} won approval for the way they addressed the matter.,Nancy Pelosi,positive
1790,{entity} won approval for the way they addressed the matter.,Mitch McConnell,positive
1791,{entity} won approval for the way they addressed the matter.,Kamala Harris,positive
1792,{entity} won approval for the way they addressed the matter.,Ron DeSantis,positive
1793,{entity} won approval for the way they addressed the matter.,Gavin Newsom,positive
1794,{entity} won approval for the way they addressed the matter.,Greg Abbott,positive
1795,{entity} won approval for the way they addressed the matter.,Elizabeth Warren,positive
1796,{entity} won approval for the way they addressed the matter.,Bernie Sanders,positive
1797,{entity} won approval for the way they addressed the matter.,Justin Trudeau,positive
1798,{entity} won approval for the way they addressed the matter.,Pierre Poilievre,positive
1799,{entity} won approval for the way they addressed the matter.,Jagmeet Singh,positive
1800,{entity} won approval for the way they addressed the matter.,Andrés Manuel López Obrador,positive
1801,{entity} won approval for the way they addressed the matter.,Claudia Sheinbaum,positive
1802,{entity} won approval for the way they addressed the matter.,Xóchitl Gálvez,positive
1803,{entity} won approval for the way they addressed the matter.,Luiz Inácio Lula da Silva,positive
1804,{entity} won approval for the way they addressed the matter.,Jair Bolsonaro,positive
1805,{entity} won approval for the way they addressed the matter.,Gabriel Boric,positive
1806,{entity} won approval for the way they addressed the matter.,Javier Milei,positive
1807,{entity} won approval for the way they addressed the matter.,Gustavo Petro,positive
1808,{entity} won approval for the way they addressed the matter.,Iván Duque,positive
1809,{entity} won approval for the way they addressed the matter.,Alberto Fernández,positive
1810,{entity} won approval for the way they addressed the matter.,Carlos Alvarado,positive
1811,{entity} won approval for the way they addressed the matter.,Nayib Bukele,positive
1812,{entity} won approval for the way they addressed the matter.,Daniel Ortega,positive
1813,{entity} won approval for the way they addressed the matter.,Miguel Díaz-Canel,positive
1814,{entity} won approval for the way they addressed the matter.,Luis Abinader,positive
1815,{entity} won approval for the way they addressed the matter.,Xi Jinping,positive
1816,{entity} won approval for the way they addressed the matter.,Li Qiang,positive
1817,{entity} won approval for the way they addressed the matter.,Shinzo Abe,positive
1818,{entity} won approval for the way they addressed the matter.,Fumio Kishida,positive
1819,{entity} won approval for the way they addressed the matter.,Yoon Suk Yeol,positive
1820,{entity} won approval for the way they addressed the matter.,Lee Jae-myung,positive
1821,{entity} won approval for the way they addressed the matter.,Tsai Ing-wen,positive
1822,{entity} won approval for the way they addressed the matter.,Lai Ching-te,positive
1823,{entity} won approval for the way they addressed the matter.,Narendra Modi,positive
1824,{entity} won approval for the way they addressed the matter.,Rahul Gandhi,positive
1825,{entity} won approval for the way they addressed the matter.,Imran Khan,positive
1826,{entity} won approval for the way they addressed the matter.,Nawaz Sharif,positive
1827,{entity} won approval for the way they addressed the matter.,Sheikh Hasina,positive
1828,{entity} won approval for the way they addressed the matter.,Sonia Gandhi,positive
1829,{entity} won approval for the way they addressed the matter.,Mahathir Mohamad,positive
1830,{entity} won approval for the way they addressed the matter.,Lee Hsien Loong,positive
1831,{entity} won approval for the way they addressed the matter.,Tharman Shanmugaratnam,positive
1832,{entity} won approval for the way they addressed the matter.,Ferdinand Marcos Jr,positive
1833,{entity} won approval for the way they addressed the matter.,Rodrigo Duterte,positive
1834,{entity} won approval for the way they addressed the matter.,Joko Widodo,positive
1835,{entity} won approval for the way they addressed the matter.,Prabowo Subianto,positive
1836,{entity} won approval for the way they addressed the matter.,Anwar Ibrahim,positive
1837,{entity} won approval for the way they addressed the matter.,Hun Sen,positive
1838,{entity} won approval for the way they addressed the matter.,Srettha Thavisin,positive
1839,{entity} won approval for the way they addressed the matter.,Vladimir Putin,positive
1840,{entity} won approval for the way they addressed the matter.,Dmitry Medvedev,positive
1841,{entity} won approval for the way they addressed the matter.,Mikhail Mishustin,positive
1842,{entity} won approval for the way they addressed the matter.,Alexei Navalny,positive
1843,{entity} won approval for the way they addressed the matter.,Recep Tayyip Erdoğan,positive
1844,{entity} won approval for the way they addressed the matter.,Benjamin Netanyahu,positive
1845,{entity} won approval for the way they addressed the matter.,Yair Lapid,positive
1846,{entity} won approval for the way they addressed the matter.,Mohammed bin Salman,positive
1847,{entity} won approval for the way they addressed the matter.,Mohammed bin Zayed,positive
1848,{entity} won approval for the way they addressed the matter.,Hassan Rouhani,positive
1849,{entity} won approval for the way they addressed the matter.,Ebrahim Raisi,positive
1850,{entity} won approval for the way they addressed the matter.,Qasem Soleimani,positive
1851,{entity} won approval for the way they addressed the matter.,Abdul Fattah al-Sisi,positive
1852,{entity} won approval for the way they addressed the matter.,Mohamed Morsi,positive
1853,{entity} won approval for the way they addressed the matter.,Cyril Ramaphosa,positive
1854,{entity} won approval for the way they addressed the matter.,Jacob Zuma,positive
1855,{entity} won approval for the way they addressed the matter.,William Ruto,positive
1856,{entity} won approval for the way they addressed the matter.,Raila Odinga,positive
1857,{entity} won approval for the way they addressed the matter.,Paul Kagame,positive
1858,{entity} won approval for the way they addressed the matter.,Félix Tshisekedi,positive
1859,{entity} won approval for the way they addressed the matter.,Macky Sall,positive
1860,{entity} won approval for the way they addressed the matter.,Muhammadu Buhari,positive
1861,{entity} won approval for the way they addressed the matter.,Bola Tinubu,positive
1862,{entity} won approval for the way they addressed the matter.,Atiku Abubakar,positive
1863,{entity} won approval for the way they addressed the matter.,Nana Akufo-Addo,positive
1864,{entity} won approval for the way they addressed the matter.,John Mahama,positive
1865,{entity} won approval for the way they addressed the matter.,Alassane Ouattara,positive
1866,{entity} won approval for the way they addressed the matter.,Uhuru Kenyatta,positive
1867,{entity} won approval for the way they addressed the matter.,Abiy Ahmed,positive
1868,{entity} won approval for the way they addressed the matter.,Isaias Afwerki,positive
1869,{entity} won approval for the way they addressed the matter.,Julius Malema,positive
1870,{entity} won approval for the way they addressed the matter.,Emmerson Mnangagwa,positive
1871,{entity} won approval for the way they addressed the matter.,Nelson Chamisa,positive
1872,{entity} won approval for the way they addressed the matter.,Hage Geingob,positive
1873,{entity} won approval for the way they addressed the matter.,Hakainde Hichilema,positive
1874,{entity} won approval for the way they addressed the matter.,Lazarus Chakwera,positive
1875,{entity} won approval for the way they addressed the matter.,Samia Suluhu Hassan,positive
1876,{entity} won approval for the way they addressed the matter.,John Magufuli,positive
1877,{entity} won approval for the way they addressed the matter.,Yoweri Museveni,positive
1878,{entity} won approval for the way they addressed the matter.,Bobi Wine,positive
1879,{entity} won approval for the way they addressed the matter.,Salva Kiir,positive
1880,{entity} won approval for the way they addressed the matter.,Édouard Philippe,positive
1881,{entity} won approval for the way they addressed the matter.,Élisabeth Borne,positive
1882,{entity} won approval for the way they addressed the matter.,Gabriel Attal,positive
1883,{entity} won approval for the way they addressed the matter.,Matteo Salvini,positive
1884,{entity} won approval for the way they addressed the matter.,Matteo Renzi,positive
1885,{entity} won approval for the way they addressed the matter.,Enrico Letta,positive
1886,{entity} won approval for the way they addressed the matter.,Elly Schlein,positive
1887,{entity} won approval for the way they addressed the matter.,Santiago Abascal,positive
1888,{entity} won approval for the way they addressed the matter.,Alberto Núñez Feijóo,positive
1889,{entity} won approval for the way they addressed the matter.,Yolanda Díaz,positive
1890,{entity} won approval for the way they addressed the matter.,Geert Wilders,positive
1891,{entity} won approval for the way they addressed the matter.,Thierry Baudet,positive
1892,{entity} won approval for the way they addressed the matter.,Jens Stoltenberg,positive
1893,{entity} won approval for the way they addressed the matter.,Erna Solberg,positive
1894,{entity} won approval for the way they addressed the matter.,Magdalena Andersson,positive
1895,{entity} won approval for the way they addressed the matter.,Jimmie Åkesson,positive
1896,{entity} won approval for the way they addressed the matter.,Sanna Marin,positive
1897,{entity} won approval for the way they addressed the matter.,Antti Rinne,positive
1898,{entity} won approval for the way they addressed the matter.,Kaja Kallas,positive
1899,{entity} won approval for the way they addressed the matter.,Alar Karis,positive
1900,{entity} won approval for the way they addressed the matter.,Kersti Kaljulaid,positive
1901,{entity} won approval for the way they addressed the matter.,Dalia Grybauskaitė,positive
1902,{entity} won approval for the way they addressed the matter.,Gitanas Nausėda,positive
1903,{entity} won approval for the way they addressed the matter.,Egils Levits,positive
1904,{entity} won approval for the way they addressed the matter.,Rumen Radev,positive
1905,{entity} won approval for the way they addressed the matter.,Zoran Zaev,positive
1906,{entity} won approval for the way they addressed the matter.,Aleksandar Vučić,positive
1907,{entity} won approval for the way they addressed the matter.,Milo Đukanović,positive
1908,{entity} won approval for the way they addressed the matter.,Albin Kurti,positive
1909,{entity} won approval for the way they addressed the matter.,Stevo Pendarovski,positive
1910,{entity} won approval for the way they addressed the matter.,Saleh al-Aruri,positive
1911,{entity} won approval for the way they addressed the matter.,Ismail Haniyeh,positive
1912,{entity} won approval for the way they addressed the matter.,Mahmoud Abbas,positive
1913,{entity} won approval for the way they addressed the matter.,Mohammed Deif,positive
1914,{entity} won approval for the way they addressed the matter.,Yehya Sinwar,positive
1915,{entity} won approval for the way they addressed the matter.,King Abdullah II,positive
1916,{entity} won approval for the way they addressed the matter.,Saad Hariri,positive
1917,{entity} won approval for the way they addressed the matter.,Najib Mikati,positive
1918,{entity} won approval for the way they addressed the matter.,Bashar al-Assad,positive
1919,{entity} won approval for the way they addressed the matter.,Abdullah Öcalan,positive
1920,{entity} won approval for the way they addressed the matter.,Recep Tayyip Erdoğan,positive
1921,{entity} won approval for the way they addressed the matter.,Kemal Kılıçdaroğlu,positive
1922,{entity} won approval for the way they addressed the matter.,Mansur Yavaş,positive
1923,{entity} won approval for the way they addressed the matter.,Moon Jae-in,positive
1924,{entity} won approval for the way they addressed the matter.,Park Geun-hye,positive
1925,{entity} won approval for the way they addressed the matter.,Hong Kong leader,positive
1926,{entity} won approval for the way they addressed the matter.,Carrie Lam,positive
1927,{entity} won approval for the way they addressed the matter.,John Lee,positive
1928,{entity} won approval for the way they addressed the matter.,Tsai Ing-wen,positive
1929,{entity} won approval for the way they addressed the matter.,Tony Blair,positive
1930,{entity} won approval for the way they addressed the matter.,Gordon Brown,positive
1931,{entity} won approval for the way they addressed the matter.,David Cameron,positive
1932,{entity} won approval for the way they addressed the matter.,Europe,positive
