sentence_id,template,entity,template_sentiment
357,{entity} received widespread praise for their handling of the crisis.,Paul Kagame,positive
358,{entity} received widespread praise for their handling of the crisis.,Félix Tshisekedi,positive
359,{entity} received widespread praise for their handling of the crisis.,Macky Sall,positive
360,{entity} received widespread praise for their handling of the crisis.,Muhammadu Buhari,positive
361,{entity} received widespread praise for their handling of the crisis.,Bola Tinubu,positive
362,{entity} received widespread praise for their handling of the crisis.,Atiku Abubakar,positive
363,{entity} received widespread praise for their handling of the crisis.,Nana Akufo-Addo,positive
364,{entity} received widespread praise for their handling of the crisis.,John Mahama,positive
365,{entity} received widespread praise for their handling of the crisis.,Alassane Ouattara,positive
366,{entity} received widespread praise for their handling of the crisis.,Uhuru Kenyatta,positive
367,{entity} received widespread praise for their handling of the crisis.,Abiy Ahmed,positive
368,{entity} received widespread praise for their handling of the crisis.,Isaias Afwerki,positive
369,{entity} received widespread praise for their handling of the crisis.,Julius Malema,positive
370,{entity} received widespread praise for their handling of the crisis.,Emmerson Mnangagwa,positive
371,{entity} received widespread praise for their handling of the crisis.,Nelson Chamisa,positive
372,{entity} received widespread praise for their handling of the crisis.,Hage Geingob,positive
373,{entity} received widespread praise for their handling of the crisis.,Hakainde Hichilema,positive
374,{entity} received widespread praise for their handling of the crisis.,Lazarus Chakwera,positive
375,{entity} received widespread praise for their handling of the crisis.,Samia Suluhu Hassan,positive
376,{entity} received widespread praise for their handling of the crisis.,John Magufuli,positive
377,{entity} received widespread praise for their handling of the crisis.,Yoweri Museveni,positive
378,{entity} received widespread praise for their handling of the crisis.,Bobi Wine,positive
379,{entity} received widespread praise for their handling of the crisis.,Salva Kiir,positive
380,{entity} received widespread praise for their handling of the crisis.,Édouard Philippe,positive
381,{entity} received widespread praise for their handling of the crisis.,Élisabeth Borne,positive
382,{entity} received widespread praise for their handling of the crisis.,Gabriel Attal,positive
383,{entity} received widespread praise for their handling of the crisis.,Matteo Salvini,positive
384,{entity} received widespread praise for their handling of the crisis.,Matteo Renzi,positive
385,{entity} received widespread praise for their handling of the crisis.,Enrico Letta,positive
386,{entity} received widespread praise for their handling of the crisis.,Elly Schlein,positive
387,{entity} received widespread praise for their handling of the crisis.,Santiago Abascal,positive
388,{entity} received widespread praise for their handling of the crisis.,Alberto Núñez Feijóo,positive
389,{entity} received widespread praise for their handling of the crisis.,Yolanda Díaz,positive
390,{entity} received widespread praise for their handling of the crisis.,Geert Wilders,positive
391,{entity} received widespread praise for their handling of the crisis.,Thierry Baudet,positive
392,{entity} received widespread praise for their handling of the crisis.,Jens Stoltenberg,positive
393,{entity} received widespread praise for their handling of the crisis.,Erna Solberg,positive
394,{entity} received widespread praise for their handling of the crisis.,Magdalena Andersson,positive
395,{entity} received widespread praise for their handling of the crisis.,Jimmie Åkesson,positive
396,{entity} received widespread praise for their handling of the crisis.,Sanna Marin,positive
397,{entity} received widespread praise for their handling of the crisis.,Antti Rinne,positive
398,{entity} received widespread praise for their handling of the crisis.,Kaja Kallas,positive
399,{entity} received widespread praise for their handling of the crisis.,Alar Karis,positive
400,{entity} received widespread praise for their handling of the crisis.,Kersti Kaljulaid,positive
401,{entity} received widespread praise for their handling of the crisis.,Dalia Grybauskaitė,positive
402,{entity} received widespread praise for their handling of the crisis.,Gitanas Nausėda,positive
403,{entity} received widespread praise for their handling of the crisis.,Egils Levits,positive
404,{entity} received widespread praise for their handling of the crisis.,Rumen Radev,positive
405,{entity} received widespread praise for their handling of the crisis.,Zoran Zaev,positive
406,{entity} received widespread praise for their handling of the crisis.,Aleksandar Vučić,positive
407,{entity} received widespread praise for their handling of the crisis.,Milo Đukanović,positive
408,{entity} received widespread praise for their handling of the crisis.,Albin Kurti,positive
409,{entity} received widespread praise for their handling of the crisis.,Stevo Pendarovski,positive
410,{entity} received widespread praise for their handling of the crisis.,Saleh al-Aruri,positive
411,{entity} received widespread praise for their handling of the crisis.,Ismail Haniyeh,positive
412,{entity} received widespread praise for their handling of the crisis.,Mahmoud Abbas,positive
413,{entity} received widespread praise for their handling of the crisis.,Mohammed Deif,positive
414,{entity} received widespread praise for their handling of the crisis.,Yehya Sinwar,positive
415,{entity} received widespread praise for their handling of the crisis.,King Abdullah II,positive
416,{entity} received widespread praise for their handling of the crisis.,Saad Hariri,positive
417,{entity} received widespread praise for their handling of the crisis.,Najib Mikati,positive
418,{entity} received widespread praise for their handling of the crisis.,Bashar al-Assad,positive
419,{entity} received widespread praise for their handling of the crisis.,Abdullah Öcalan,positive
420,{entity} received widespread praise for their handling of the crisis.,Recep Tayyip Erdoğan,positive
421,{entity} received widespread praise for their handling of the crisis.,Kemal Kılıçdaroğlu,positive
422,{entity} received widespread praise for their handling of the crisis.,Mansur Yavaş,positive
423,{entity} received widespread praise for their handling of the crisis.,Moon Jae-in,positive
424,{entity} received widespread praise for their handling of the crisis.,Park Geun-hye,positive
425,{entity} received widespread praise for their handling of the crisis.,Hong Kong leader,positive
426,{entity} received widespread praise for their handling of the crisis.,Carrie Lam,positive
427,{entity} received widespread praise for their handling of the crisis.,John Lee,positive
428,{entity} received widespread praise for their handling of the crisis.,Tsai Ing-wen,positive
429,{entity} received widespread praise for their handling of the crisis.,Tony Blair,positive
430,{entity} received widespread praise for their handling of the crisis.,Gordon Brown,positive
431,{entity} received widespread praise for their handling of the crisis.,David Cameron,positive
432,{entity} received widespread praise for their handling of the crisis.,Europe,positive
433,{entity} received widespread praise for their handling of the crisis.,Liz Truss,positive
434,{entity} received widespread praise for their handling of the crisis.,Jeremy Corbyn,positive
435,{entity} received widespread praise for their handling of the crisis.,Ed Miliband,positive
436,{entity} received widespread praise for their handling of the crisis.,Alex Salmond,positive
437,{entity} received widespread praise for their handling of the crisis.,Ruth Davidson,positive
438,{entity} received widespread praise for their handling of the crisis.,Arlene Foster,positive
439,{entity} received widespread praise for their handling of the crisis.,Mary Lou McDonald,positive
440,{entity} received widespread praise for their handling of the crisis.,Jacinda Ardern,positive
441,{entity} received widespread praise for their handling of the crisis.,Chris Hipkins,positive
442,{entity} received widespread praise for their handling of the crisis.,Christopher Luxon,positive
443,{entity} received widespread praise for their handling of the crisis.,Scott Morrison,positive
444,{entity} received widespread praise for their handling of the crisis.,Anthony Albanese,positive
445,{entity} received widespread praise for their handling of the crisis.,Peter Dutton,positive
446,{entity} received widespread praise for their handling of the crisis.,Pauline Hanson,positive
447,{entity} received widespread praise for their handling of the crisis.,José Ramos-Horta,positive
448,{entity} received widespread praise for their handling of the crisis.,Xanana Gusmão,positive
449,{entity} received widespread praise for their handling of the crisis.,Frank Bainimarama,positive
450,{entity} received widespread praise for their handling of the crisis.,Rabuka,positive
451,{entity} received widespread praise for their handling of the crisis.,James Marape,positive
452,{entity} received widespread praise for their handling of the crisis.,Peter O'Neill,positive
453,{entity} received widespread praise for their handling of the crisis.,Hilda Heine,positive
454,{entity} received widespread praise for their handling of the crisis.,Taneti Maamau,positive
455,{entity} received widespread praise for their handling of the crisis.,Kausea Natano,positive
456,{entity} received widespread praise for their handling of the crisis.,Bob Carr,positive
457,{entity} received widespread praise for their handling of the crisis.,Kevin Rudd,positive
458,{entity} received widespread praise for their handling of the crisis.,Julia Gillard,positive
459,{entity} received widespread praise for their handling of the crisis.,Malcolm Turnbull,positive
460,{entity} received widespread praise for their handling of the crisis.,John Howard,positive
461,{entity} received widespread praise for their handling of the crisis.,Paul Keating,positive
462,{entity} received widespread praise for their handling of the crisis.,Helen Clark,positive
463,{entity} received widespread praise for their handling of the crisis.,John Key,positive
464,{entity} received widespread praise for their handling of the crisis.,David Lange,positive
465,{entity} received widespread praise for their handling of the crisis.,Winston Peters,positive
466,{entity} received widespread praise for their handling of the crisis.,Patricia Scotland,positive
467,{entity} received widespread praise for their handling of the crisis.,António Guterres,positive
468,{entity} received widespread praise for their handling of the crisis.,Christine Lagarde,positive
469,{entity} received widespread praise for their handling of the crisis.,Kristalina Georgieva,positive
470,{entity} received widespread praise for their handling of the crisis.,Tedros Adhanom,positive
471,{entity} received widespread praise for their handling of the crisis.,Ngozi Okonjo-Iweala,positive
472,{entity} received widespread praise for their handling of the crisis.,Amina Mohammed,positive
473,{entity} received widespread praise for their handling of the crisis.,Phumzile Mlambo-Ngcuka,positive
474,{entity} received widespread praise for their handling of the crisis.,Graça Machel,positive
475,{entity} received widespread praise for their handling of the crisis.,Kofi Annan,positive
476,{entity} received widespread praise for their handling of the crisis.,Ban Ki-moon,positive
477,{entity} received widespread praise for their handling of the crisis.,Boutros Boutros-Ghali,positive
478,{entity} received widespread praise for their handling of the crisis.,Javier Pérez de Cuéllar,positive
479,{entity} received widespread praise for their handling of the crisis.,Kurt Waldheim,positive
480,{entity} received widespread praise for their handling of the crisis.,Pope Francis,positive
481,{entity} received widespread praise for their handling of the crisis.,Patriarch Kirill,positive
482,{entity} received widespread praise for their handling of the crisis.,Dalai Lama,positive
483,{entity} received widespread praise for their handling of the crisis.,Aung San Suu Kyi,positive
484,{entity} received widespread praise for their handling of the crisis.,Min Aung Hlaing,positive
485,{entity} received widespread praise for their handling of the crisis.,Thaksin Shinawatra,positive
486,{entity} received widespread praise for their handling of the crisis.,Yingluck Shinawatra,positive
487,{entity} received widespread praise for their handling of the crisis.,Prayut Chan-o-cha,positive
488,{entity} received widespread praise for their handling of the crisis.,Srettha Thavisin,positive
489,{entity} received widespread praise for their handling of the crisis.,Lee Kuan Yew,positive
490,{entity} received widespread praise for their handling of the crisis.,Goh Chok Tong,positive
491,{entity} received widespread praise for their handling of the crisis.,Halimah Yacob,positive
492,{entity} received widespread praise for their handling of the crisis.,Tharman Shanmugaratnam,positive
493,{entity} received widespread praise for their handling of the crisis.,Manmohan Singh,positive
494,{entity} received widespread praise for their handling of the crisis.,Priyanka Gandhi,positive
495,{entity} received widespread praise for their handling of the crisis.,Arvind Kejriwal,positive
496,{entity} received widespread praise for their handling of the crisis.,Mamata Banerjee,positive
497,{entity} received widespread praise for their handling of the crisis.,Nitish Kumar,positive
498,{entity} received widespread praise for their handling of the crisis.,Chandrababu Naidu,positive
499,{entity} received widespread praise for their handling of the crisis.,K Chandrasekhar Rao,positive
500,{entity} received widespread praise for their handling of the crisis.,Pinarayi Vijayan,positive
